Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
Male,No,1,Graduate,No,570000,880000,9000000,180,Rural,Yes
Male,Yes,3,Graduate,Yes,1760000,790000,5900000,12,Semiurban,Yes
Male,No,3,Graduate,Yes,840000,1330000,7500000,12,Semiurban,No
Male,Yes,2,Not Graduate,Yes,600000,1020000,9700000,24,Semiurban,No
Male,No,2,Graduate,No,1660000,1060000,1800000,12,Urban,No
Female,Yes,1,Not Graduate,Yes,780000,1650000,2100000,240,Rural,No
Male,No,2,Graduate,No,1920000,510000,1600000,240,Rural,No
Male,Yes,3,Graduate,No,1110000,1380000,6100000,120,Rural,No
Female,Yes,3,Not Graduate,Yes,1080000,910000,9500000,180,Semiurban,Yes
Female,No,3,Graduate,Yes,1060000,1130000,1300000,36,Semiurban,No
Male,Yes,2,Graduate,No,1730000,1860000,1700000,60,Semiurban,No
Female,No,3,Not Graduate,Yes,800000,1130000,7100000,240,Urban,Yes
Female,Yes,2,Not Graduate,No,910000,1820000,8400000,12,Urban,No
Male,No,4,Not Graduate,Yes,610000,1770000,3700000,300,Urban,Yes
Female,No,1,Graduate,No,1230000,1750000,7300000,300,Semiurban,No
Male,No,4,Graduate,No,760000,1740000,9100000,36,Semiurban,No
Male,No,3,Not Graduate,No,1940000,1950000,4300000,12,Semiurban,No
Female,No,1,Not Graduate,Yes,1370000,1370000,3900000,12,Urban,Yes
Male,No,3,Graduate,No,960000,1780000,1900000,120,Semiurban,Yes
Male,No,3,Graduate,No,1180000,1170000,4100000,360,Semiurban,No
Female,No,4,Graduate,No,1720000,1300000,2000000,180,Urban,Yes
Female,Yes,3,Graduate,Yes,650000,1690000,5200000,180,Rural,Yes
Female,Yes,1,Graduate,Yes,770000,1940000,900000,300,Rural,No
Female,Yes,3,Not Graduate,No,910000,510000,2000000,24,Semiurban,No
Male,Yes,1,Graduate,No,650000,990000,5300000,120,Urban,No
Female,No,4,Graduate,No,1420000,800000,800000,12,Rural,Yes
Female,No,2,Not Graduate,Yes,1660000,870000,1300000,240,Rural,Yes
Male,Yes,3,Not Graduate,No,1040000,1630000,1700000,300,Rural,No
Male,Yes,4,Graduate,No,550000,510000,9100000,180,Rural,No
Male,No,3,Graduate,Yes,1310000,890000,7200000,12,Semiurban,No
Male,Yes,1,Graduate,Yes,1750000,1090000,9200000,300,Urban,No
Female,No,3,Not Graduate,No,840000,1410000,5100000,360,Rural,No
Female,Yes,2,Graduate,No,1710000,1600000,5400000,12,Rural,No
Male,No,3,Graduate,Yes,1180000,1730000,9700000,36,Rural,Yes
Male,No,2,Graduate,No,600000,1840000,9900000,36,Rural,Yes
Male,Yes,2,Not Graduate,Yes,1520000,690000,7900000,120,Urban,No
Male,Yes,3,Graduate,Yes,770000,1820000,600000,12,Urban,Yes
Female,No,4,Graduate,Yes,1180000,1230000,9900000,180,Urban,Yes
Male,Yes,3,Graduate,No,1310000,1880000,5600000,240,Rural,Yes
Female,Yes,2,Graduate,No,630000,1770000,8100000,360,Urban,Yes
Male,No,4,Not Graduate,No,1030000,1850000,9900000,240,Rural,Yes
Female,Yes,2,Graduate,Yes,1830000,1860000,2800000,240,Rural,Yes
Female,Yes,2,Not Graduate,No,1000000,1830000,1500000,300,Urban,Yes
Female,No,3,Not Graduate,Yes,1650000,1840000,5100000,360,Rural,Yes
Female,No,1,Not Graduate,No,1850000,1920000,8000000,120,Urban,Yes
Male,No,3,Graduate,No,1510000,1740000,8200000,240,Semiurban,No
Female,Yes,1,Graduate,Yes,1540000,1610000,6800000,300,Rural,No
Male,No,1,Graduate,No,1560000,1550000,6400000,300,Rural,No
Female,Yes,3,Not Graduate,Yes,1310000,840000,9200000,120,Urban,Yes
Female,Yes,1,Graduate,Yes,1430000,680000,4600000,24,Rural,No
Male,Yes,2,Not Graduate,Yes,1300000,530000,3900000,36,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1930000,840000,7500000,36,Rural,Yes
Female,No,3,Not Graduate,Yes,1320000,1000000,8600000,300,Semiurban,Yes
Female,Yes,1,Graduate,No,1260000,1340000,9500000,180,Urban,Yes
Male,Yes,2,Graduate,Yes,1210000,1950000,6600000,24,Urban,Yes
Female,Yes,4,Not Graduate,Yes,1270000,1880000,9400000,120,Semiurban,Yes
Male,No,1,Not Graduate,Yes,1130000,1850000,1900000,360,Semiurban,Yes
Male,No,1,Not Graduate,Yes,970000,1990000,3900000,240,Urban,No
Male,No,2,Graduate,No,1950000,1390000,8700000,300,Semiurban,Yes
Female,Yes,4,Not Graduate,Yes,500000,1160000,6000000,300,Rural,Yes
Female,Yes,4,Graduate,Yes,870000,1430000,6300000,240,Semiurban,No
Male,No,2,Graduate,No,1160000,1550000,7400000,24,Urban,Yes
Male,No,4,Not Graduate,Yes,750000,670000,4200000,120,Rural,No
Male,Yes,3,Graduate,Yes,1860000,750000,9600000,120,Urban,No
Male,No,4,Graduate,Yes,500000,780000,800000,60,Rural,Yes
Female,Yes,1,Not Graduate,No,1460000,620000,5600000,12,Semiurban,No
Male,No,4,Graduate,No,790000,880000,4000000,120,Semiurban,No
Female,Yes,3,Graduate,No,1410000,630000,4500000,60,Urban,Yes
Male,Yes,3,Graduate,No,1620000,1490000,8300000,240,Semiurban,Yes
Female,Yes,1,Graduate,No,610000,740000,7300000,12,Urban,No
Female,No,1,Graduate,No,1740000,960000,1300000,12,Semiurban,Yes
Female,No,3,Graduate,Yes,1100000,1610000,9200000,120,Urban,No
Female,Yes,2,Graduate,Yes,1540000,960000,5700000,36,Semiurban,Yes
Female,No,3,Not Graduate,No,1440000,1570000,1400000,60,Urban,Yes
Male,Yes,4,Not Graduate,No,820000,1820000,4200000,12,Semiurban,No
Male,No,1,Graduate,Yes,1600000,1450000,7800000,360,Rural,No
Female,No,2,Graduate,No,660000,990000,3400000,60,Rural,Yes
Male,Yes,3,Not Graduate,No,960000,1240000,5100000,24,Rural,No
Male,No,1,Graduate,Yes,1830000,1270000,5300000,12,Semiurban,Yes
Male,No,4,Graduate,No,860000,1910000,5200000,300,Semiurban,No
Male,Yes,2,Graduate,Yes,990000,1340000,8500000,180,Rural,No
Male,Yes,2,Graduate,Yes,940000,1300000,7000000,240,Semiurban,No
Male,Yes,2,Not Graduate,Yes,1330000,660000,5000000,360,Urban,No
Male,Yes,4,Not Graduate,No,1370000,680000,6500000,180,Rural,No
Female,No,1,Graduate,Yes,1210000,1180000,9300000,36,Urban,No
Male,No,3,Not Graduate,No,1930000,1140000,3600000,240,Semiurban,No
Male,Yes,1,Graduate,No,1200000,1080000,3500000,180,Urban,No
Male,No,4,Not Graduate,No,1360000,1020000,800000,180,Semiurban,No
Female,Yes,1,Graduate,No,1420000,980000,1000000,24,Rural,Yes
Female,Yes,2,Not Graduate,No,1250000,1330000,5300000,24,Semiurban,Yes
Male,Yes,3,Graduate,No,1100000,1890000,9800000,360,Urban,No
Female,No,4,Graduate,No,1650000,1920000,3800000,240,Urban,No
Female,No,2,Not Graduate,Yes,1060000,1430000,7700000,300,Urban,Yes
Male,No,1,Not Graduate,Yes,1480000,1530000,800000,240,Rural,Yes
Female,Yes,2,Graduate,Yes,1760000,1860000,9200000,360,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1850000,1620000,8300000,36,Rural,Yes
Female,No,1,Not Graduate,No,830000,1280000,3700000,180,Rural,No
Male,No,4,Graduate,No,990000,1290000,8800000,120,Urban,No
Female,No,1,Not Graduate,Yes,850000,1250000,8300000,24,Rural,Yes
Male,No,2,Graduate,Yes,1800000,1520000,2400000,36,Semiurban,No
Male,Yes,4,Not Graduate,No,1250000,1300000,8300000,36,Rural,No
Female,No,3,Graduate,Yes,740000,1940000,5700000,12,Rural,Yes
Male,No,4,Graduate,No,880000,1690000,5600000,360,Semiurban,Yes
Male,Yes,2,Not Graduate,No,700000,570000,1900000,300,Urban,Yes
Female,No,1,Graduate,Yes,1890000,1490000,7400000,120,Urban,Yes
Male,No,4,Graduate,Yes,1050000,1260000,3600000,12,Urban,Yes
Male,No,4,Not Graduate,Yes,770000,1260000,6100000,60,Urban,Yes
Female,Yes,4,Graduate,Yes,600000,1000000,8400000,180,Rural,No
Male,Yes,2,Not Graduate,No,520000,750000,500000,180,Urban,No
Female,No,1,Not Graduate,Yes,700000,600000,2000000,300,Rural,No
Male,Yes,3,Graduate,Yes,1860000,790000,6000000,24,Semiurban,Yes
Female,No,3,Not Graduate,No,1420000,1150000,4000000,240,Semiurban,Yes
Female,No,1,Not Graduate,No,1940000,1880000,7700000,120,Urban,No
Male,Yes,3,Graduate,No,1980000,1820000,5700000,180,Semiurban,No
Female,No,1,Not Graduate,No,910000,1660000,8500000,180,Urban,Yes
Male,Yes,4,Graduate,No,1580000,1160000,4200000,300,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1850000,1380000,9900000,60,Semiurban,Yes
Female,Yes,2,Graduate,Yes,1880000,930000,4800000,120,Urban,No
Male,No,4,Not Graduate,No,1950000,740000,6000000,180,Rural,Yes
Male,No,2,Graduate,Yes,1790000,1430000,1400000,300,Urban,Yes
Female,No,3,Graduate,Yes,780000,1500000,7600000,60,Semiurban,Yes
Male,No,3,Not Graduate,No,710000,1110000,3100000,12,Rural,No
Male,Yes,4,Graduate,No,550000,1190000,9800000,300,Urban,No
Female,No,1,Graduate,No,550000,1030000,8600000,60,Urban,No
Male,No,3,Graduate,No,780000,1390000,2500000,120,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1260000,1460000,1200000,60,Urban,Yes
Female,Yes,3,Graduate,No,1280000,540000,6600000,300,Urban,Yes
Male,No,1,Not Graduate,No,1420000,1610000,2100000,180,Semiurban,Yes
Male,Yes,4,Not Graduate,Yes,990000,1920000,6300000,24,Urban,No
Female,No,2,Not Graduate,No,1110000,1060000,4600000,120,Semiurban,Yes
Male,No,1,Graduate,No,1900000,920000,2000000,180,Rural,No
Male,Yes,1,Not Graduate,Yes,1050000,1020000,9700000,240,Semiurban,No
Female,Yes,3,Graduate,Yes,900000,640000,3000000,12,Urban,Yes
Female,No,2,Not Graduate,No,720000,1140000,1800000,60,Rural,Yes
Male,No,1,Not Graduate,Yes,1190000,510000,3700000,36,Rural,Yes
Male,No,3,Not Graduate,No,1500000,1170000,2600000,24,Rural,No
Female,No,1,Graduate,No,1500000,1920000,800000,120,Semiurban,Yes
Male,No,3,Not Graduate,Yes,910000,1750000,9300000,180,Urban,No
Male,Yes,2,Graduate,Yes,1050000,1530000,10000000,60,Urban,No
Male,No,2,Graduate,Yes,990000,1280000,3500000,360,Rural,No
Female,Yes,3,Not Graduate,Yes,1900000,1500000,9800000,60,Semiurban,Yes
Male,Yes,4,Not Graduate,No,650000,1580000,6500000,36,Urban,No
Male,Yes,1,Not Graduate,No,600000,660000,8800000,12,Rural,Yes
Female,No,4,Graduate,No,910000,920000,7200000,300,Urban,No
Female,No,1,Graduate,Yes,1110000,600000,1300000,12,Urban,Yes
Female,Yes,2,Graduate,No,1620000,1310000,4300000,60,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1410000,1380000,3600000,300,Rural,Yes
Male,Yes,3,Graduate,Yes,1170000,1350000,3100000,180,Rural,No
Female,Yes,3,Graduate,Yes,640000,970000,900000,360,Rural,Yes
Male,Yes,3,Graduate,Yes,1070000,1880000,10000000,240,Semiurban,No
Male,No,4,Graduate,No,570000,1780000,3200000,360,Urban,Yes
Male,Yes,2,Not Graduate,No,880000,930000,4800000,180,Rural,Yes
Male,No,2,Not Graduate,Yes,1280000,770000,8800000,36,Urban,No
Female,Yes,2,Not Graduate,No,1510000,1000000,5800000,12,Urban,No
Female,Yes,3,Graduate,Yes,1020000,1350000,5000000,240,Rural,Yes
Male,No,2,Graduate,No,1080000,1850000,5300000,12,Urban,Yes
Female,No,4,Not Graduate,No,1600000,1520000,9000000,300,Rural,No
Male,Yes,4,Not Graduate,No,1190000,1110000,4000000,240,Rural,Yes
Male,No,4,Graduate,Yes,1350000,1060000,4200000,36,Rural,Yes
Female,No,3,Graduate,Yes,1330000,680000,9400000,12,Urban,Yes
Female,Yes,1,Graduate,No,1100000,1190000,7300000,180,Rural,Yes
Male,Yes,2,Not Graduate,No,1460000,880000,8800000,240,Rural,Yes
Male,Yes,4,Graduate,No,880000,1000000,7200000,60,Semiurban,No
Male,No,1,Graduate,Yes,640000,1980000,2400000,24,Urban,No
Male,Yes,1,Not Graduate,No,1220000,1710000,2900000,240,Semiurban,Yes
Female,Yes,4,Graduate,No,840000,1810000,3500000,24,Rural,No
Female,No,4,Graduate,Yes,1470000,620000,4500000,60,Urban,No
Male,Yes,2,Not Graduate,No,1730000,1190000,7900000,12,Semiurban,Yes
Male,No,2,Graduate,No,1720000,1020000,8000000,36,Rural,No
Female,No,1,Graduate,No,950000,1830000,7800000,12,Rural,Yes
Male,Yes,1,Graduate,No,1670000,1650000,5300000,120,Semiurban,Yes
Female,No,1,Not Graduate,Yes,1430000,610000,6300000,240,Semiurban,No
Male,No,3,Not Graduate,No,700000,1940000,6000000,300,Urban,Yes
Female,Yes,1,Graduate,No,1880000,640000,2400000,24,Rural,No
Male,No,3,Graduate,Yes,1910000,1850000,4000000,36,Urban,No
Male,Yes,2,Graduate,Yes,630000,560000,2900000,36,Semiurban,No
Male,Yes,1,Not Graduate,No,670000,1880000,9600000,180,Rural,Yes
Female,Yes,2,Graduate,Yes,770000,1370000,3500000,360,Urban,No
Female,Yes,1,Not Graduate,Yes,1040000,930000,1300000,12,Urban,Yes
Male,Yes,2,Graduate,Yes,840000,1110000,2100000,300,Semiurban,No
Male,No,1,Not Graduate,No,860000,670000,1600000,36,Urban,Yes
Male,No,3,Not Graduate,Yes,580000,1690000,3500000,12,Urban,No
Male,No,4,Graduate,Yes,620000,900000,2300000,60,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1590000,1540000,6900000,60,Semiurban,Yes
Female,Yes,2,Graduate,No,1500000,690000,5100000,300,Urban,No
Female,Yes,4,Not Graduate,Yes,1350000,720000,8000000,180,Urban,Yes
Male,Yes,1,Graduate,No,1770000,1540000,3200000,360,Rural,Yes
Male,No,3,Not Graduate,No,1470000,940000,4800000,60,Semiurban,Yes
Female,No,3,Not Graduate,Yes,1090000,840000,1700000,36,Rural,No
Male,Yes,3,Not Graduate,No,900000,1450000,700000,120,Semiurban,Yes
Female,Yes,1,Not Graduate,No,1060000,510000,8300000,36,Semiurban,Yes
Female,Yes,2,Graduate,No,1200000,1690000,7400000,360,Rural,Yes
Female,No,1,Not Graduate,No,610000,1530000,9500000,300,Urban,Yes
Female,No,3,Not Graduate,Yes,880000,820000,6100000,36,Rural,No
Male,Yes,4,Not Graduate,No,1080000,850000,700000,12,Rural,No
Female,Yes,3,Not Graduate,No,1920000,1080000,7600000,120,Semiurban,No
Male,No,2,Not Graduate,Yes,660000,1960000,7700000,180,Rural,No
Female,No,1,Graduate,No,1300000,520000,6100000,120,Semiurban,No
Female,Yes,1,Graduate,Yes,950000,1560000,2700000,240,Rural,No
Female,Yes,3,Graduate,Yes,1020000,1920000,5400000,240,Semiurban,No
Female,Yes,2,Not Graduate,Yes,860000,1820000,8600000,24,Rural,Yes
Male,No,2,Graduate,Yes,1830000,860000,8700000,300,Urban,No
Male,Yes,4,Graduate,Yes,1930000,1250000,2000000,24,Semiurban,No
Male,No,3,Not Graduate,No,1690000,1980000,4400000,60,Rural,No
Male,Yes,4,Graduate,No,980000,820000,7500000,240,Urban,No
Female,Yes,1,Not Graduate,Yes,580000,1420000,7900000,180,Rural,No
Male,Yes,1,Graduate,No,1130000,1940000,7300000,24,Semiurban,Yes
Male,No,2,Graduate,Yes,1440000,1580000,1700000,60,Urban,No
Female,Yes,4,Graduate,No,980000,1200000,3600000,36,Rural,Yes
Male,No,2,Graduate,No,1920000,1150000,8700000,180,Urban,Yes
Male,Yes,3,Not Graduate,Yes,1250000,1130000,6900000,180,Urban,Yes
Male,No,2,Graduate,Yes,1190000,1260000,7600000,300,Semiurban,No
Male,Yes,1,Not Graduate,No,1380000,1400000,2100000,300,Rural,Yes
Female,No,1,Not Graduate,Yes,1770000,1790000,7300000,120,Rural,No
Female,Yes,2,Graduate,No,1760000,610000,6200000,60,Semiurban,Yes
Male,No,3,Not Graduate,No,1670000,610000,1600000,36,Semiurban,No
Female,No,4,Not Graduate,No,1880000,1150000,4400000,360,Urban,No
Male,Yes,1,Not Graduate,No,1970000,1460000,3100000,120,Rural,Yes
Male,No,1,Not Graduate,No,1940000,1040000,7300000,60,Semiurban,Yes
Male,No,3,Graduate,No,610000,1790000,8600000,24,Semiurban,No
Female,Yes,2,Not Graduate,Yes,1630000,910000,5500000,180,Urban,Yes
Female,No,1,Not Graduate,No,900000,790000,5000000,120,Rural,No
Female,Yes,1,Graduate,Yes,570000,1170000,1000000,24,Semiurban,Yes
Female,Yes,3,Not Graduate,No,1410000,520000,6300000,120,Urban,No
Female,No,2,Not Graduate,No,1340000,1710000,7500000,300,Semiurban,No
Female,No,3,Not Graduate,No,1590000,720000,5000000,60,Urban,No
Male,No,3,Not Graduate,No,1890000,1520000,8600000,12,Semiurban,Yes
Female,No,2,Graduate,Yes,650000,940000,2700000,300,Rural,Yes
Male,No,1,Graduate,Yes,1910000,1010000,3100000,240,Semiurban,Yes
Male,Yes,4,Graduate,Yes,990000,1000000,700000,360,Rural,Yes
Female,Yes,4,Not Graduate,No,1040000,1510000,1300000,300,Urban,Yes
Male,No,4,Graduate,No,600000,1310000,9400000,240,Urban,Yes
Male,No,3,Graduate,No,650000,720000,3800000,240,Semiurban,Yes
Male,No,1,Not Graduate,Yes,570000,1580000,4400000,12,Rural,No
Female,No,1,Not Graduate,Yes,1490000,1500000,1900000,180,Semiurban,No
Female,No,1,Not Graduate,No,1000000,510000,6600000,360,Urban,Yes
Male,Yes,1,Not Graduate,No,830000,1930000,3700000,240,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1160000,1770000,7200000,120,Rural,Yes
Male,Yes,4,Graduate,Yes,1820000,1710000,3400000,12,Rural,No
Female,No,4,Not Graduate,No,580000,1010000,2000000,180,Rural,No
Male,No,2,Not Graduate,Yes,800000,1880000,7400000,60,Urban,No
Male,No,1,Not Graduate,Yes,1040000,1120000,3100000,36,Rural,No
Female,Yes,4,Graduate,Yes,1590000,1210000,1600000,120,Urban,No
Female,Yes,4,Not Graduate,No,1290000,510000,9800000,12,Urban,Yes
Female,Yes,1,Graduate,No,900000,1720000,10000000,240,Semiurban,Yes
Female,Yes,1,Graduate,Yes,1280000,590000,4500000,36,Semiurban,Yes
Female,No,4,Not Graduate,No,1180000,1810000,2800000,180,Rural,No
Male,No,2,Graduate,No,1330000,760000,3200000,240,Urban,No
Male,No,1,Not Graduate,No,1600000,1260000,4600000,60,Urban,No
Male,No,4,Graduate,Yes,1650000,530000,9000000,240,Semiurban,No
Female,No,2,Not Graduate,No,1060000,1950000,8500000,300,Urban,Yes
Female,No,3,Not Graduate,Yes,1880000,1040000,1800000,360,Urban,No
Male,Yes,2,Not Graduate,No,850000,920000,8300000,360,Urban,Yes
Male,No,1,Graduate,No,970000,640000,6800000,240,Semiurban,No
Male,No,3,Graduate,No,1050000,1310000,8300000,12,Semiurban,Yes
Male,No,2,Graduate,Yes,1300000,1360000,7600000,120,Rural,Yes
Female,No,4,Graduate,Yes,880000,1510000,6200000,12,Rural,Yes
Male,No,1,Not Graduate,No,820000,1490000,8200000,12,Urban,Yes
Female,No,3,Graduate,No,890000,1620000,6900000,24,Urban,Yes
Male,No,4,Graduate,No,1340000,1150000,6900000,36,Rural,No
Female,No,3,Graduate,Yes,1430000,1960000,2100000,360,Urban,Yes
Female,Yes,2,Graduate,Yes,700000,1040000,4100000,36,Rural,Yes
Female,Yes,4,Graduate,No,1840000,1900000,8100000,60,Rural,Yes
Female,Yes,1,Graduate,Yes,1860000,1680000,5900000,36,Semiurban,No
Male,No,4,Graduate,No,1420000,690000,8200000,24,Rural,Yes
Male,Yes,2,Graduate,Yes,1190000,1990000,2000000,60,Urban,Yes
Male,No,3,Graduate,No,1650000,1490000,5100000,360,Rural,No
Female,Yes,4,Not Graduate,No,1840000,1480000,9000000,180,Rural,Yes
Male,Yes,3,Not Graduate,No,980000,1170000,5700000,12,Rural,Yes
Male,No,1,Not Graduate,No,1470000,790000,8900000,180,Urban,No
Male,No,4,Graduate,No,1260000,1660000,6400000,120,Semiurban,No
Female,No,3,Not Graduate,Yes,790000,1890000,5400000,300,Rural,No
Female,No,1,Not Graduate,Yes,1700000,880000,8700000,360,Rural,No
Female,Yes,2,Not Graduate,Yes,1460000,1780000,1800000,60,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1000000,550000,9300000,300,Rural,Yes
Male,No,4,Not Graduate,Yes,1930000,1490000,1800000,300,Urban,Yes
Male,Yes,4,Not Graduate,Yes,1770000,1050000,5800000,60,Semiurban,No
Female,Yes,3,Not Graduate,No,640000,1990000,6900000,12,Urban,Yes
Male,Yes,3,Graduate,No,870000,1450000,5900000,60,Semiurban,No
Female,No,1,Graduate,No,810000,1890000,4200000,240,Rural,No
Female,No,4,Graduate,No,1900000,1470000,2100000,36,Urban,No
Female,No,1,Not Graduate,Yes,1110000,1130000,5700000,180,Rural,No
Female,Yes,4,Graduate,No,890000,1380000,9000000,24,Rural,Yes
Male,No,2,Graduate,No,660000,1750000,9400000,240,Urban,Yes
Male,No,4,Not Graduate,No,1280000,740000,7200000,300,Urban,Yes
Female,Yes,1,Not Graduate,No,1100000,860000,4400000,360,Urban,Yes
Male,No,3,Not Graduate,Yes,580000,1970000,4700000,12,Rural,No
Female,No,2,Not Graduate,No,1730000,1730000,5100000,360,Rural,No
Male,No,2,Graduate,Yes,1470000,520000,5700000,36,Urban,Yes
Male,Yes,4,Graduate,No,1530000,570000,1300000,240,Rural,Yes
Female,No,2,Not Graduate,Yes,770000,560000,6700000,180,Urban,No
Female,Yes,1,Not Graduate,No,1260000,1270000,3100000,360,Rural,Yes
Female,Yes,1,Not Graduate,No,980000,1480000,2900000,360,Urban,No
Female,Yes,4,Graduate,No,700000,860000,6300000,60,Rural,Yes
Male,Yes,3,Not Graduate,No,870000,1520000,1500000,120,Semiurban,No
Female,Yes,2,Graduate,No,1490000,640000,7200000,60,Urban,Yes
Male,Yes,2,Not Graduate,No,1000000,1890000,1700000,360,Urban,No
Female,No,4,Graduate,No,1720000,1810000,3600000,120,Urban,Yes
Male,No,2,Graduate,Yes,1270000,530000,2400000,360,Urban,No
Female,Yes,3,Not Graduate,Yes,1970000,1510000,2100000,300,Urban,Yes
Male,Yes,4,Not Graduate,No,1430000,580000,2700000,24,Rural,Yes
Male,No,1,Not Graduate,Yes,1710000,1640000,800000,180,Rural,No
Male,No,2,Graduate,Yes,1000000,1320000,9000000,240,Semiurban,No
Female,No,4,Graduate,Yes,1070000,630000,10000000,36,Semiurban,No
Female,Yes,1,Not Graduate,No,1240000,640000,9000000,360,Semiurban,No
Female,Yes,1,Not Graduate,No,1040000,1820000,1500000,60,Semiurban,Yes
Female,No,1,Graduate,No,590000,1080000,7000000,60,Rural,Yes
Male,Yes,4,Not Graduate,No,1670000,890000,9300000,60,Rural,No
Male,Yes,4,Not Graduate,Yes,900000,1590000,2000000,36,Semiurban,No
Male,Yes,1,Graduate,No,800000,1720000,9800000,180,Semiurban,Yes
Female,Yes,1,Graduate,Yes,1970000,1460000,4100000,360,Rural,Yes
Male,No,4,Graduate,No,570000,1640000,8000000,180,Urban,No
Male,Yes,4,Graduate,No,1110000,1180000,4900000,24,Rural,Yes
Female,Yes,3,Graduate,No,1670000,1200000,3600000,240,Urban,No
Female,Yes,1,Not Graduate,Yes,1550000,1860000,7000000,300,Urban,No
Male,Yes,2,Graduate,No,1110000,1430000,3700000,360,Rural,Yes
Female,No,2,Graduate,Yes,1710000,1060000,4700000,36,Rural,Yes
Female,Yes,4,Not Graduate,No,1540000,540000,5600000,360,Rural,No
Female,Yes,2,Not Graduate,Yes,1110000,1070000,7200000,180,Semiurban,No
Female,No,4,Graduate,No,680000,530000,7600000,240,Semiurban,No
Male,Yes,3,Graduate,Yes,1520000,1800000,9600000,12,Rural,Yes
Male,Yes,4,Graduate,No,700000,1020000,7900000,360,Rural,No
Male,Yes,1,Graduate,No,1560000,740000,8800000,36,Rural,Yes
Male,Yes,4,Not Graduate,No,1140000,1700000,6000000,24,Semiurban,No
Male,No,2,Not Graduate,No,1210000,860000,1700000,360,Urban,Yes
Female,No,2,Graduate,No,740000,580000,6700000,36,Rural,Yes
Male,No,2,Not Graduate,No,1250000,730000,4900000,240,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1970000,980000,2000000,36,Rural,Yes
Female,Yes,4,Graduate,Yes,840000,1700000,6000000,24,Rural,Yes
Female,No,4,Not Graduate,No,1780000,510000,6900000,360,Semiurban,Yes
Female,No,2,Graduate,Yes,1590000,1430000,7800000,36,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,880000,1730000,1700000,12,Urban,Yes
Female,Yes,2,Graduate,No,1610000,780000,5700000,360,Semiurban,Yes
Female,Yes,2,Graduate,Yes,1380000,1370000,2100000,36,Urban,No
Female,Yes,1,Graduate,No,550000,1090000,5400000,60,Urban,Yes
Male,Yes,2,Not Graduate,No,940000,590000,4400000,36,Urban,Yes
Female,Yes,3,Not Graduate,Yes,1590000,1150000,4700000,24,Urban,No
Female,Yes,1,Not Graduate,No,1180000,650000,5600000,360,Semiurban,No
Male,Yes,2,Graduate,Yes,1660000,1020000,2000000,12,Rural,Yes
Female,Yes,4,Not Graduate,No,1350000,1960000,4700000,240,Urban,Yes
Male,Yes,3,Not Graduate,Yes,1250000,760000,8400000,12,Rural,Yes
Male,No,4,Graduate,No,500000,1840000,5500000,24,Rural,Yes
Female,Yes,4,Graduate,No,1970000,830000,6900000,60,Rural,No
Male,Yes,3,Graduate,Yes,1710000,930000,8900000,36,Urban,No
Female,Yes,1,Not Graduate,Yes,710000,740000,6400000,120,Urban,Yes
Female,No,2,Graduate,No,1210000,1930000,2800000,300,Rural,Yes
Female,Yes,4,Graduate,No,1050000,840000,5800000,120,Urban,Yes
Female,No,4,Not Graduate,No,1270000,1390000,5000000,24,Semiurban,No
Male,Yes,4,Not Graduate,No,790000,1610000,2400000,300,Semiurban,Yes
Female,No,1,Not Graduate,Yes,790000,1150000,5300000,360,Urban,Yes
Female,No,4,Graduate,Yes,1950000,780000,1800000,12,Rural,Yes
Female,Yes,4,Graduate,Yes,870000,1920000,500000,300,Urban,Yes
Male,No,4,Not Graduate,No,1390000,1540000,9000000,60,Semiurban,Yes
Male,No,3,Graduate,Yes,1730000,670000,5700000,240,Rural,No
Female,Yes,3,Graduate,Yes,1700000,1780000,7500000,240,Rural,Yes
Male,Yes,4,Not Graduate,No,1020000,1980000,3600000,300,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1500000,1790000,800000,180,Urban,Yes
Female,Yes,1,Graduate,No,840000,1110000,2000000,60,Urban,Yes
Female,Yes,2,Not Graduate,Yes,1020000,1910000,8500000,300,Rural,No
Female,Yes,3,Graduate,No,1050000,1340000,3400000,360,Rural,No
Female,No,1,Not Graduate,No,1690000,1150000,7500000,12,Semiurban,Yes
Female,No,4,Not Graduate,Yes,770000,1840000,2400000,36,Urban,No
Male,Yes,3,Graduate,No,510000,1040000,6400000,120,Semiurban,No
Female,Yes,1,Graduate,No,1230000,820000,3700000,360,Urban,No
Female,Yes,2,Graduate,No,910000,670000,8000000,300,Urban,No
Female,Yes,4,Not Graduate,Yes,750000,1860000,1900000,240,Urban,Yes
Female,No,3,Graduate,Yes,1650000,1600000,6100000,180,Urban,No
Female,No,2,Not Graduate,No,1220000,1240000,1900000,300,Urban,Yes
